Satellite,Inclination,Altitude_km,Eccentricity,Inclination_rad,Altitude_norm,Collision_risk
STARLINK-1269,53.0544,554.3661871778932,0.0001449,0.9259739626700796,0.9340417233994066,1
STARLINK-1154,53.0557,554.3621139613779,0.0001491,0.9259966519503555,0.9340320569068168,1
STARLINK-1199,53.0548,554.369757760127,0.0001429,0.9259809439870875,0.9340501970483214,1
STARLINK-1206,53.0369,263.0339010894477,0.0004562,0.9256685300509806,0.24265657996646728,0
STARLINK-1208,53.0381,295.7191798873355,8.99e-05,0.9256894740020045,0.3202247632709525,0
STARLINK-1209,53.0551,554.3412146850578,0.0001317,0.9259861799748436,0.9339824590769634,1
STARLINK-1210,53.0289,435.32356403215726,0.0010473,0.925528903710821,0.6515316652685298,0
STARLINK-1231,53.0523,547.5065616421325,0.0003704,0.9259373107557878,0.9177625692808744,1
STARLINK-1271,53.0549,554.3811407457124,0.0001562,0.9259826893163396,0.9340772109684994,1
STARLINK-1191,53.0559,554.3633644290157,0.00013,0.9260001426088595,0.9340350244967079,1
STARLINK-1212,53.0554,554.3682375803464,0.0001371,0.9259914159625995,0.934046589381867,1
STARLINK-1215,53.0549,554.3575289181981,8.42e-05,0.9259826893163396,0.9340211757553349,1
STARLINK-1217,53.0458,321.18370303294614,0.0002279,0.9258238643544081,0.38065676421345873,0
STARLINK-1221,53.0698,468.2709084569851,0.0004025,0.9262427433748868,0.7297217785468724,0
STARLINK-1222,53.0556,554.3760223807631,0.0001341,0.9259949066211035,0.9340650641462843,1
STARLINK-1226,53.055,554.3670484080367,0.0001744,0.9259844346455915,0.9340437672570727,1
STARLINK-1227,53.055,554.3657489007346,0.0001315,0.9259844346455915,0.9340406832870312,1
STARLINK-1238,53.0377,296.3409735863697,6.11e-05,0.9256824926849966,0.3217003941787537,0
STARLINK-1246,53.0553,554.379841231801,0.000151,0.9259896706333476,0.9340741269827728,1
STARLINK-1247,53.0416,299.6448843647604,4.27e-05,0.9257505605258244,0.3295411826408804,0
STARLINK-1270,53.0545,554.358696632351,0.0001252,0.9259757079993315,0.9340239469559729,1
STARLINK-1279,53.0549,554.3814196509011,0.0001528,0.9259826893163396,0.9340778728618532,1
STARLINK-1301,53.0563,554.389284175787,0.0001511,0.9260071239258675,0.9340965368271118,1
STARLINK-1306,53.0515,409.08997221673417,0.0008754,0.9259233481217717,0.5892745228021397,0
STARLINK-1262,53.0531,554.3556838695413,0.0001848,0.9259512733898037,0.9340167971152351,1
STARLINK-1273,53.0526,554.3340123019761,8.31e-05,0.9259425467435436,0.9339653664960935,1
STARLINK-1276,53.0511,554.4079280315091,0.0001556,0.9259163668047637,0.9341407821287075,1
STARLINK-1277,53.0528,554.3439086876278,0.0001547,0.9259460374020476,0.9339888524409751,1
STARLINK-1281,53.0528,554.3036552292979,0.0001467,0.9259460374020476,0.9338933235744878,1
STARLINK-1300,53.0536,554.4038486237823,0.0001429,0.9259600000360637,0.9341311009432332,1
STARLINK-1302,53.0542,554.3434581545916,0.0001284,0.9259704720115756,0.9339877832431459,1
STARLINK-1304,53.0525,554.3649029953658,8.91e-05,0.9259408014142917,0.9340386757978765,1
STARLINK-1305,53.053,554.3377299552458,0.00016,0.9259495280605516,0.9339741891716492,1
STARLINK-1319,53.0515,554.3606918616115,0.0001509,0.9259233481217717,0.9340286820022905,1
STARLINK-1258,53.0432,286.50842197295515,0.000572,0.9257784857938562,0.2983659392207179,0
STARLINK-1266,53.0538,554.3729942746941,0.0001692,0.9259634906945676,0.9340578778931679,1
STARLINK-1267,53.0541,554.398938630864,0.0001751,0.9259687266823236,0.9341194486262049,1
STARLINK-1272,53.0538,554.3933175884831,0.0001462,0.9259634906945676,0.9341061088579117,1
STARLINK-1274,53.0368,499.8406631986936,0.0008008,0.9256667847217286,0.8046426179200012,0
STARLINK-1280,53.053,554.362451097204,0.0001276,0.9259495280605516,0.9340328569921923,1
STARLINK-1283,53.0547,554.4014304052089,0.0001267,0.9259791986578355,0.934125362065412,1
STARLINK-1284,53.0532,554.3873257047198,0.0001535,0.9259530187190556,0.9340918890147534,1
STARLINK-1292,53.0501,362.2794898804532,0.0005157,0.9258989135122438,0.4781846313288366,0
STARLINK-1297,53.0534,554.3826823868294,0.0001115,0.9259565093775597,0.9340808695666559,1
STARLINK-1307,53.0553,554.3817935677898,0.0001538,0.9259896706333476,0.9340787602354609,1
STARLINK-1312,53.0497,368.6437862091907,0.0011488,0.9258919321952359,0.49328827805873615,0
STARLINK-1255,53.0528,554.3804695344406,0.0001401,0.9259460374020476,0.9340756180605947,1
STARLINK-1259,53.0512,334.17953841657345,0.0010499,0.9259181121340158,0.41149827385654797,0
STARLINK-1260,53.0527,554.3960208364488,0.0001498,0.9259442920727957,0.934112524162949,1
STARLINK-1263,53.0546,554.3413372789746,7.64e-05,0.9259774533285836,0.9339827500148952,1
STARLINK-1265,53.0543,554.3981172346466,0.0001631,0.9259722173408276,0.9341174993017781,1
STARLINK-1278,53.0548,554.3584054699832,0.0001697,0.9259809439870875,0.9340232559740768,1
STARLINK-1296,53.0553,554.3930601364336,0.0001954,0.9259896706333476,0.9341054978768064,1
STARLINK-1298,53.0513,447.7507977410105,0.0010171,0.9259198574632677,0.681023778468993,0
STARLINK-1309,53.0524,554.3729666907475,0.000192,0.9259390560850397,0.934057812431385,1
STARLINK-1316,53.0544,554.3927781651691,0.0001417,0.9259739626700796,0.9341048287070903,1
STARLINK-1318,53.053,408.8176025428575,0.000113,0.9259495280605516,0.5886281394281293,0
STARLINK-1286,53.0506,554.3315113937624,0.0001504,0.9259076401585038,0.9339594313805344,1
STARLINK-1308,53.0501,554.3585801674008,0.0001579,0.9258989135122438,0.9340236705632071,1
STARLINK-1329,53.0558,554.3979885083963,0.0001576,0.9259983972796074,0.9341171938106902,1
STARLINK-1338,53.0538,554.3941665674356,0.000139,0.9259634906945676,0.9341081236412463,1
STARLINK-1350,53.0732,480.2053267155161,0.0002937,0.9263020845694545,0.7580443499660873,0
STARLINK-1362,53.0534,554.404106076835,0.0001332,0.9259565093775597,0.9341317119267192,1
STARLINK-1368,53.0552,554.4036953779296,0.0001344,0.9259879253040956,0.9341307372626151,1
STARLINK-1371,53.0553,554.386528831129,0.0001208,0.9259896706333476,0.9340899978870336,1
STARLINK-1372,53.0545,554.4071219572297,0.0001396,0.9259757079993315,0.9341388691660601,1
STARLINK-1373,53.055,554.3981019100929,0.0001921,0.9259844346455915,0.9341174629337913,1
STARLINK-1294,53.0513,423.7262490894864,0.000507,0.9259198574632677,0.6240091020719426,0
STARLINK-1323,53.0369,316.89863199396314,0.0006551,0.9256685300509806,0.37048750184063617,0
STARLINK-1325,53.0607,435.86188826526086,6.79e-05,0.9260839184129551,0.6528092077685903,0
STARLINK-1327,53.0533,554.3625154595047,0.0001653,0.9259547640483077,0.9340330097357796,1
STARLINK-1336,53.0397,331.0781694620109,0.000815,0.9257173992700365,0.40413815442633244,0
STARLINK-1342,53.0452,304.4058865472898,0.0004554,0.9258133923788961,0.34083991722690327,0
STARLINK-1355,53.0304,257.6080831022109,0.0009154,0.9255550836496009,0.22978011509635723,0
STARLINK-1356,53.0534,554.3725682559898,0.0001208,0.9259565093775597,0.9340568668723609,1
STARLINK-1357,53.069,498.8820825653647,0.0008839,0.9262287807408708,0.8023677296212669,0
STARLINK-1361,53.0537,554.3942585146297,0.0001399,0.9259617453653156,0.9341083418488634,1
STARLINK-1363,53.0525,554.3842546777587,0.0001345,0.9259408014142917,0.9340846009024589,1
STARLINK-1366,53.0548,554.4028402662243,0.0001434,0.9259809439870875,0.9341287079251293,1
STARLINK-1376,53.0544,554.388137903039,0.0001452,0.9259739626700796,0.9340938165108745,1
STARLINK-1320,53.061,468.9084029056776,0.0008739,0.9260891544007112,0.7312346702238118,0
STARLINK-1321,53.053,554.4001584659964,0.0001451,0.9259495280605516,0.9341223435195216,1
STARLINK-1328,53.055,413.7178946927297,0.0002009,0.9259844346455915,0.6002574347472006,0
STARLINK-1331,53.0544,554.3857442173567,0.0001448,0.9259739626700796,0.9340881358541199,1
STARLINK-1333,53.0527,554.3871479405907,0.000132,0.9259442920727957,0.934091467147752,1
STARLINK-1335,53.0543,554.3683479159481,0.0001525,0.9259722173408276,0.9340468512285603,1
STARLINK-1337,53.0537,554.3559535775739,0.0002203,0.9259617453653156,0.9340174371820444,1
STARLINK-1347,53.0608,500.9348825698471,0.0008112,0.9260856637422072,0.8072394019120178,0
STARLINK-1349,53.0364,213.3795470596624,0.0006208,0.9256598034047206,0.12481765746362211,0
STARLINK-1360,53.0493,377.6466786150795,0.0001434,0.9258849508782279,0.5146537989933677,0
STARLINK-1364,53.0564,554.3669472671154,0.0001719,0.9260088692551194,0.9340435272310484,1
STARLINK-1365,53.0543,554.3757802547516,0.0001298,0.9259722173408276,0.9340644895366884,1
STARLINK-1443,53.0544,554.3850546155909,0.0001576,0.9259739626700796,0.9340864993021876,1
STARLINK-1446,53.0293,486.3515914698101,0.0007303,0.925535885027829,0.7726305676345069,0
STARLINK-1448,53.0534,554.3499770989165,0.0001479,0.9259565093775597,0.9340032538980382,1
STARLINK-1451,53.0537,554.3751488882881,0.0001376,0.9259617453653156,0.9340629911878484,1
STARLINK-1452,53.0507,509.14840555475257,0.0004437,0.9259093854877558,0.8267316039032678,0
STARLINK-1453,53.0536,554.3488431018577,0.0001288,0.9259600000360637,0.9340005627142711,1
STARLINK-1454,53.0545,554.373205751629,0.0001567,0.9259757079993315,0.9340583797668632,1
STARLINK-1456,53.0538,554.3683264618039,0.0001482,0.9259634906945676,0.934046800313927,1
STARLINK-1457,53.0534,554.3430597240776,0.0001362,0.9259565093775597,0.9339868376941929,1
STARLINK-1458,53.0537,554.3719368902575,0.0001516,0.9259617453653156,0.9340553685252562,1
STARLINK-1460,53.0533,554.3698895499456,0.0001353,0.9259547640483077,0.9340505098098209,1
STARLINK-1392,53.055,554.3796236245771,0.0001305,0.9259844346455915,0.9340736105607732,1
STARLINK-1394,53.0545,554.3496001214644,0.0001753,0.9259757079993315,0.9340023592611502,1
STARLINK-1402,53.0542,554.3109770612118,0.0001206,0.9259704720115756,0.933910699629425,1
STARLINK-1404,53.0541,554.3725069583388,0.0001452,0.9259687266823236,0.9340567214017514,1
STARLINK-1413,53.0535,554.361528571083,0.0001304,0.9259582547068116,0.9340306676678882,1
STARLINK-1417,53.0543,554.3925758814521,0.0001529,0.9259722173408276,0.9341043486505933,1
STARLINK-1420,53.0543,554.3445553712272,0.000144,0.9259722173408276,0.9339903871401981,1
STARLINK-1422,53.053,554.3548379672457,0.0001429,0.9259495280605516,0.9340147896333736,1
STARLINK-1351,53.0549,554.3657580953604,0.000139,0.9259826893163396,0.9340407051075708,1
STARLINK-1398,53.0529,446.8163339537432,0.0006756,0.9259477827312996,0.6788061238853998,0
STARLINK-1400,53.0538,554.324538898105,0.0001249,0.9259634906945676,0.9339428843648399,1
STARLINK-1403,53.0545,554.389897156062,0.0001345,0.9259757079993315,0.9340979915421421,1
STARLINK-1407,53.0435,472.2599968154973,0.0007351,0.9257837217816122,0.7391886195343464,0
STARLINK-1411,53.0565,491.6138218438464,0.0001157,0.9260106145843715,0.7851188089852295,0
STARLINK-1423,53.0539,554.3701500647221,0.0001381,0.9259652360238195,0.9340511280593412,1
STARLINK-1433,53.0525,554.3407856063923,0.0001003,0.9259408014142917,0.9339814407943052,1
STARLINK-1434,53.0522,540.0437811980601,0.0004435,0.9259355654265357,0.9000520175359601,1
STARLINK-1465,53.0498,554.305077299784,0.0001453,0.9258936775244878,0.9338966984095266,1
STARLINK-1471,53.0509,459.17384755166495,0.0003993,0.9259128761462597,0.7081327784285212,0
STARLINK-1474,53.0389,398.2408124955955,0.0005296,0.9257034366360204,0.5635274696669128,0
STARLINK-1475,53.0546,399.68926269589065,0.0008828,0.9259774533285836,0.5669649086234124,0
STARLINK-1480,53.0535,554.3863234829723,0.000162,0.9259582547068116,0.9340895105580572,1
STARLINK-1500,53.0359,497.9473452948287,0.0005589,0.9256510767584606,0.8001494260115343,0
STARLINK-1504,53.0289,468.7306151244484,0.0006741,0.925528903710821,0.7308127470917204,0
STARLINK-1506,53.0563,514.2790233050418,0.0004993,0.9260071239258675,0.8389075042705426,0
STARLINK-1464,53.0543,554.3140418773019,0.0001312,0.9259722173408276,0.933917973002179,1
STARLINK-1477,53.0528,554.3725345422818,0.0001209,0.9259460374020476,0.9340567868635257,1
STARLINK-1478,53.0551,554.3759089799696,0.0002019,0.9259861799748436,0.9340647950253266,1
STARLINK-1484,53.0173,415.6991429361615,0.0005816,0.9253264455175897,0.6049593015377062,0
STARLINK-1493,53.0522,554.3721299778208,7.97e-05,0.9259355654265357,0.9340558267575875,1
STARLINK-1494,53.0541,479.8082778800617,0.0001525,0.9259687266823236,0.757102079990671,0
STARLINK-1502,53.0539,554.3531400337079,0.0001132,0.9259652360238195,0.9340107601245322,1
STARLINK-1470,53.0505,529.3782520316872,0.0003517,0.9259058948292518,0.8747407535099667,0
STARLINK-1482,53.0537,554.3718817223853,0.0001384,0.9259617453653156,0.9340552376017401,1
STARLINK-1485,53.0484,351.80301495054846,0.0007921,0.92586924291496,0.45332202780714936,0
STARLINK-1496,53.053,554.3532932767639,0.0001295,0.9259495280605516,0.9340111237985133,1
STARLINK-1497,53.0424,446.3902604727273,0.0012362,0.9257645231598403,0.6777949730831997,0
STARLINK-1510,53.0354,409.4819436446796,0.0013199,0.9256423501122008,0.5902047431548862,0
STARLINK-1513,53.0528,554.3287561065672,9.18e-05,0.9259460374020476,0.9339528925768259,1
STARLINK-1522,53.0546,554.3787654554135,0.0001394,0.9259774533285836,0.9340715739673758,1
STARLINK-1523,53.0548,554.3751550180596,0.000118,0.9259809439870875,0.9340630057349245,1
STARLINK-1526,53.0528,554.4062882989056,0.0001401,0.9259460374020476,0.9341368907413968,1
STARLINK-1555,53.0533,554.4002749326937,0.0001373,0.9259547640483077,0.9341226199164336,1
STARLINK-1556,53.0532,554.4011147190367,0.0001424,0.9259530187190556,0.9341246128840138,1
STARLINK-1557,53.0547,554.4060339105699,0.0001434,0.9259791986578355,0.9341362870310485,1
STARLINK-1558,53.0559,554.400688696006,0.0001518,0.9260001426088595,0.9341236018529394,1
STARLINK-1560,53.0569,554.4093072465994,0.0001563,0.9260175959013794,0.9341440552600032,1
STARLINK-1567,53.0542,554.3956898263514,0.0001476,0.9259704720115756,0.9341117386150554,1
STARLINK-1569,53.0525,554.3643942263197,0.000148,0.9259408014142917,0.9340374683952758,1
STARLINK-1582,53.0544,554.3808281267438,0.0001682,0.9259739626700796,0.9340764690661401,1
STARLINK-1591,53.0555,554.3755779722769,0.000138,0.9259931612918515,0.9340640094831398,1
STARLINK-1524,53.0551,554.3917023837575,0.0001676,0.9259861799748436,0.9341022756797704,1
STARLINK-1527,53.0551,554.4021322707122,0.0001433,0.9259861799748436,0.9341270277214508,1
STARLINK-1540,53.054,554.3952300901728,0.0001473,0.9259669813530716,0.9341106475764753,1
STARLINK-1541,53.0557,554.3794397311622,0.000132,0.9259966519503555,0.9340731741478484,1
STARLINK-1543,53.0535,554.3786888331797,0.0001197,0.9259582547068116,0.9340713921287105,1
STARLINK-1548,53.054,554.4010319663557,0.0001133,0.9259669813530716,0.9341244164966687,1
STARLINK-1554,53.0506,554.3674315176177,0.0001404,0.9259076401585038,0.9340446764466314,1
STARLINK-1564,53.0542,554.3933942111216,0.000144,0.9259704720115756,0.9341062906975376,1
STARLINK-1570,53.0546,554.4009338891092,0.0001449,0.9259774533285836,0.9341241837413085,1
STARLINK-1572,53.0579,554.4049274748277,0.0001823,0.9260350491938993,0.934133661255359,1
STARLINK-1573,53.0539,554.3779961682812,0.0001349,0.9259652360238195,0.9340697483074004,1
STARLINK-1577,53.0547,554.4028341363928,0.0001535,0.9259791986578355,0.9341286933779107,1
STARLINK-1583,53.0549,554.3919659654894,0.0001403,0.9259826893163396,0.9341029012077403,1
STARLINK-1525,53.0547,554.4105577355422,0.0001413,0.9259791986578355,0.9341470229004548,1
STARLINK-1536,53.0533,554.2834582294508,0.0001431,0.9259547640483077,0.9338453923759804,1
STARLINK-1542,53.053,554.3865839992932,0.0001354,0.9259495280605516,0.9340901288112425,1
STARLINK-1549,53.0537,554.4135736229591,0.0001568,0.9259617453653156,0.9341541801564608,1
STARLINK-1551,53.054,554.3856614651359,0.0001376,0.9259669813530716,0.9340879394678668,1
STARLINK-1552,53.0537,554.3890849572281,0.000139,0.9259617453653156,0.9340960640447993,1
STARLINK-1559,53.0495,530.547278318907,0.0003,0.9258884415367319,0.8775150680842909,0
STARLINK-1566,53.0529,554.4160286313008,0.00014,0.9259477827312996,0.9341600063431745,1
STARLINK-1568,53.0657,486.61152200587,0.0002528,0.9261711848755549,0.7732474306446774,0
STARLINK-1578,53.0533,554.3867035303201,0.0001399,0.9259547640483077,0.9340904124803728,1
STARLINK-1579,53.0553,554.3914449318581,0.0001504,0.9259896706333476,0.9341016646990213,1
STARLINK-1585,53.055,554.3691263950359,0.0001422,0.9259844346455915,0.9340486987027383,1
STARLINK-1593,53.0559,554.3318607852161,0.0001084,0.9260001426088595,0.9339602605507701,1
STARLINK-1601,53.0553,554.3291422756874,0.0001851,0.9259896706333476,0.9339538090272343,1
STARLINK-1605,53.0526,462.6666953634885,0.0007575,0.9259425467435436,0.7164219492505767,0
STARLINK-1614,53.0527,462.1818592323989,0.0007691,0.9259442920727957,0.7152713438627032,0
STARLINK-1618,53.0242,180.36835306907776,0.0005174,0.9254468732359773,0.04647601741228917,0
STARLINK-1621,53.0565,542.2561418248888,0.0002274,0.9260106145843715,0.9053023565555118,1
STARLINK-1622,53.0348,497.9480419526008,0.0007733,0.9256318781366887,0.8001510793086685,0
STARLINK-1623,53.0547,554.3552517237713,0.0001132,0.9259791986578355,0.9340157715537734,1
STARLINK-1624,53.0562,554.3554080318081,0.0001234,0.9260053785966155,0.934016142501518,1
STARLINK-1625,53.0561,554.3480584987592,0.0001283,0.9260036332673635,0.9339987007066883,1
STARLINK-1643,53.0509,405.32766779516896,0.0010021,0.9259128761462597,0.5803458818435041,0
STARLINK-1586,53.0361,284.7554022817967,0.0013861,0.9256545674169646,0.29420570079714553,0
STARLINK-1596,53.0535,508.4658373167804,0.00058,0.9259582547068116,0.8251117438271693,0
STARLINK-1597,53.0558,554.35758715065,0.000117,0.9259983972796074,0.9340213139516628,1
STARLINK-1606,53.0557,554.3289369317836,0.0001303,0.9259966519503555,0.9339533217083508,1
STARLINK-1608,53.0556,554.3453675570063,0.000108,0.9259949066211035,0.9339923146065592,1
STARLINK-1629,53.0368,460.1191593612957,0.0005758,0.9256667847217286,0.7103761773660904,0
STARLINK-1636,53.0078,253.70041945727823,0.0008956,0.9251606392386502,0.22050650994289597,0
STARLINK-1642,53.0549,462.7432823551435,0.0007275,0.9259826893163396,0.7166037042799331,0
STARLINK-1667,53.0376,499.9677345322452,0.000678,0.9256807473557445,0.8049441815858529,0
STARLINK-1545,53.0568,554.3806197141184,0.0001377,0.9260158505721274,0.9340759744646153,1
STARLINK-1587,53.054,530.3239114668468,0.0001957,0.9259669813530716,0.8769849774269067,0
STARLINK-1595,53.0573,554.3191662573781,8.68e-05,0.9260245772183874,0.9339301340993976,1
STARLINK-1598,53.0571,554.3930662662433,0.0001559,0.9260210865598834,0.9341055124239731,1
STARLINK-1612,53.0529,486.635418885664,0.0008483,0.9259477827312996,0.7733041423393743,0
STARLINK-1626,53.0553,554.3542188650054,9.59e-05,0.9259896706333476,0.9340133203897928,1
STARLINK-1627,53.0557,554.4088229887775,0.0001342,0.9259966519503555,0.9341429060270495,1
STARLINK-1628,53.0407,351.7403145628314,0.0008747,0.9257348525625564,0.4531732282451883,0
STARLINK-1633,53.0554,554.3232669941954,0.0001194,0.9259914159625995,0.9339398659027299,1
STARLINK-1635,53.0555,554.3443776098447,0.0001266,0.9259931612918515,0.9339899652797151,1
STARLINK-1640,53.0566,554.298098741061,0.000111,0.9260123599136235,0.9338801370050617,1
STARLINK-1641,53.0559,554.2810554398784,0.0001342,0.9260001426088595,0.9338396901140187,1
STARLINK-1734,53.032,421.6979547197525,0.0013357,0.9255830089176328,0.6191955861634553,0
