Satellite,Inclination,Altitude_km,Eccentricity,Inclination_rad,Altitude_norm,Collision_risk
STARLINK-2459,53.0567,554.3777908207567,0.0001593,0.9260141052428754,0.9340692609799242,1
STARLINK-2460,53.0529,554.3621997777664,0.0001359,0.9259477827312996,0.9340322605649037,1
STARLINK-2462,53.05,554.347304544428,0.0001333,0.9258971681829917,0.9339969114342722,1
STARLINK-2464,53.0526,554.3745543005862,0.0001521,0.9259425467435436,0.9340615801217799,1
STARLINK-2465,53.054,554.3997753518879,0.000189,0.9259669813530716,0.9341214343192185,1
STARLINK-2466,53.0516,554.2761272759471,4.32e-05,0.9259250934510237,0.9338279946738317,1
STARLINK-2467,53.0541,554.3031556659171,0.0001677,0.9259687266823236,0.9338921380186255,1
STARLINK-2468,53.0527,554.3640877389871,0.0001275,0.9259442920727957,0.9340367410444171,1
STARLINK-2469,53.0568,554.4242641121273,0.0001496,0.9260158505721274,0.9341795506551657,1
STARLINK-2471,53.0602,554.365129796055,7.95e-05,0.9260751917666953,0.9340392140376615,1
STARLINK-2472,53.0482,554.360468126155,0.0001499,0.925865752256456,0.9340281510368669,1
STARLINK-2473,53.0518,554.3781340882697,0.0001368,0.9259285841095277,0.9340700756169213,1
STARLINK-2474,53.0543,554.3117616538066,8.87e-05,0.9259722173408276,0.9339125616120804,1
STARLINK-2475,53.0521,554.2922143310298,0.0001158,0.9259338200972838,0.9338661722168532,1
STARLINK-2476,53.0537,554.3220747763635,0.0001404,0.9259617453653156,0.933937036550351,1
STARLINK-2478,53.0545,554.3559535775739,0.0001179,0.9259757079993315,0.9340174371820444,1
STARLINK-2479,53.0533,554.1019891216893,0.0001158,0.9259547640483077,0.9334147327783678,1
STARLINK-2480,53.0536,554.3820234347559,0.0001415,0.9259600000360637,0.9340793057520853,1
STARLINK-2481,53.0546,554.3900013627226,0.0001473,0.9259774533285836,0.93409823884373,1
STARLINK-2482,53.0519,554.3638057706703,0.0002031,0.9259303294387797,0.9340360718816965,1
STARLINK-2483,53.0517,554.3783762144876,0.0001408,0.9259268387802757,0.9340706502270072,1
STARLINK-2485,53.0541,554.4088720275413,0.0001452,0.9259687266823236,0.9341430224050631,1
STARLINK-2486,53.0553,554.4039129870425,0.0001502,0.9259896706333476,0.9341312536890977,1
STARLINK-2487,53.0523,554.3799454380824,0.0001064,0.9259373107557878,0.9340743742834607,1
STARLINK-2488,53.0537,554.3593892924237,0.0001285,0.9259617453653156,0.9340255907658305,1
STARLINK-2491,53.0527,554.3767303696031,0.0001064,0.9259442920727957,0.9340667443341286,1
STARLINK-2492,53.0501,554.3967962584038,0.0001761,0.9258989135122438,0.9341143643819881,1
STARLINK-2493,53.0558,554.3310853814355,0.0001699,0.9259983972796074,0.9339584203748621,1
STARLINK-2503,53.0532,554.3977923541206,0.0001664,0.9259530187190556,0.9341167283004858,1
STARLINK-2567,53.0537,554.3513072474107,0.0001437,0.9259617453653156,0.934006410585269,1
STARLINK-2569,53.0546,554.3353271185961,0.0001351,0.9259774533285836,0.9339684867979645,1
STARLINK-2543,53.0547,554.3727368245327,0.0001434,0.9259791986578355,0.9340572669165433,1
STARLINK-2565,53.0533,554.3882022659336,0.0001148,0.9259547640483077,0.9340939692558714,1
STARLINK-2558,53.0536,554.3862437956313,0.0001229,0.9259600000360637,0.9340893214453282,1
STARLINK-2516,53.0533,554.3969556336951,0.0001652,0.9259547640483077,0.9341147426088924,1
STARLINK-2564,53.0549,554.3854040137967,0.0001619,0.9259826893163396,0.9340873284884472,1
STARLINK-2547,53.054,554.3819253581814,0.0001331,0.9259669813530716,0.9340790729983202,1
STARLINK-2566,53.0543,554.3937007016966,0.000136,0.9259722173408276,0.9341070180560909,1
STARLINK-2562,53.0415,295.25454224658006,0.0005193,0.9257488151965723,0.31912209261878693,0
STARLINK-2545,53.0545,554.3691294599157,0.0001114,0.9259757079993315,0.9340487059762623,1
STARLINK-2540,53.0538,554.3766261634419,0.0001468,0.9259634906945676,0.9340664970337257,1
STARLINK-2555,53.0535,554.3807024661883,0.0001413,0.9259582547068116,0.93407617085051,1
STARLINK-2542,53.055,554.3658132631108,0.0001473,0.9259844346455915,0.9340408360307977,1
STARLINK-2550,53.0541,554.382630283636,0.0002038,0.9259687266823236,0.9340807459161867,1
STARLINK-2533,53.0544,554.3831972890239,0.0001585,0.9259739626700796,0.9340820915243467,1
STARLINK-2535,53.0535,554.4055588480787,0.00015,0.9259582547068116,0.9341351596203072,1
STARLINK-2559,53.0543,554.4029322137085,0.0001312,0.9259722173408276,0.9341289261334349,1
STARLINK-2557,53.0538,554.3405588076967,0.0001435,0.9259634906945676,0.9339809025592513,1
STARLINK-2538,53.0549,554.403808779859,0.0001446,0.9259826893163396,0.9341310063862687,1
STARLINK-2537,53.0533,554.3923337539936,0.0001371,0.9259547640483077,0.9341037740375635,1
STARLINK-2530,53.0547,554.3932011220759,0.0001353,0.9259791986578355,0.9341058324616881,1
STARLINK-2524,53.0532,554.436303221566,0.0001112,0.9259530187190556,0.9342081216780272,1
STARLINK-2519,53.0547,554.3679004438154,0.0001632,0.9259791986578355,0.9340457892948186,1
STARLINK-2523,53.0545,554.3900841150717,0.0001351,0.9259757079993315,0.9340984352302873,1
STARLINK-2517,53.054,554.3945006422573,0.0001362,0.9259669813530716,0.9341089164622948,1
STARLINK-2536,53.0547,554.3883432513303,0.0001817,0.9259791986578355,0.9340943038401703,1
STARLINK-2534,53.0533,554.3825046229977,0.0001367,0.9259547640483077,0.9340804477003604,1
STARLINK-2061,53.0535,554.3807698938026,0.0001343,0.9259582547068116,0.9340763308686509,1
STARLINK-2549,53.0537,554.3807116608623,0.0001318,0.9259617453653156,0.934076192671164,1
STARLINK-2506,53.0543,554.3884658473326,0.0001497,0.9259722173408276,0.9340945947830512,1
STARLINK-2507,53.053,554.3892014234607,0.0001394,0.9259495280605516,0.9340963404406084,1
STARLINK-2513,53.0526,554.3995883922234,0.0001398,0.9259425467435436,0.9341209906295191,1
STARLINK-2509,53.0538,554.4020893618999,0.000125,0.9259634906945676,0.9341269258909407,1
STARLINK-2512,53.0555,554.4072905278772,0.0001629,0.9259931612918515,0.9341392692152372,1
STARLINK-2029,53.0536,554.385263028551,0.0001278,0.9259600000360637,0.9340869939045066,1
STARLINK-2457,53.0539,554.3823850921535,0.0001351,0.9259652360238195,0.9340801640316639,1
STARLINK-2515,53.0531,554.3845274534688,0.0001021,0.9259512733898037,0.9340852482494316,1
STARLINK-2495,53.0532,554.3654178942552,0.0001244,0.9259530187190556,0.9340398977477237,1
STARLINK-2498,53.0532,554.3417540983328,0.0001426,0.9259530187190556,0.9339837392039604,1
STARLINK-2502,53.054,554.4112258891791,0.0001481,0.9259669813530716,0.9341486085520293,1
STARLINK-2504,53.0524,554.3994075623959,0.0001425,0.9259390560850397,0.9341205614870512,1
STARLINK-2510,53.0553,554.3789830625692,0.0001517,0.9259896706333476,0.9340720903892136,1
STARLINK-2501,53.053,554.3797217010697,0.0001404,0.9259495280605516,0.9340738433143441,1
STARLINK-2514,53.0525,554.3896151851186,0.0001419,0.9259408014142917,0.934097322373188,1
STARLINK-2511,53.0531,554.3994995097655,0.000154,0.9259512733898037,0.9341207796950849,1
STARLINK-2518,53.054,554.4082161341594,0.0001398,0.9259669813530716,0.9341414658493307,1
STARLINK-2470,53.0535,554.3843711437885,0.000145,0.9259582547068116,0.9340848772977868,1
STARLINK-2613,53.0541,554.3490576418062,0.0001436,0.9259687266823236,0.9340010718570615,1
STARLINK-2674,53.0555,554.363183601552,0.0001325,0.9259931612918515,0.9340345953598497,1
STARLINK-2635,53.0564,554.3770245987844,0.0001536,0.9260088692551194,0.9340674425941375,1
STARLINK-2637,53.0554,554.3932746798064,0.0001324,0.9259914159625995,0.9341060070277231,1
STARLINK-2636,53.0544,554.3591747516748,0.000125,0.9259739626700796,0.9340250816211406,1
STARLINK-2624,53.0564,554.3717560622354,0.0001459,0.9260088692551194,0.9340549393870727,1
STARLINK-2628,53.0558,554.355858566787,0.0001346,0.9259983972796074,0.9340172117039575,1
STARLINK-2622,53.0538,554.3172200951676,0.0001729,0.9259634906945676,0.9339255154982219,1
STARLINK-2591,53.0544,554.373601121596,0.0001226,0.9259739626700796,0.9340593180525748,1
STARLINK-2578,53.0544,554.3643880965719,0.0001333,0.9259739626700796,0.9340374538482559,1
STARLINK-2626,53.0593,423.807994982064,2.81e-05,0.9260594838034273,0.6242031001228405,0
STARLINK-2611,53.0551,554.3676767077768,0.0001356,0.9259861799748436,0.9340452583280137,1
STARLINK-2608,53.0553,554.3660278043726,0.0001366,0.9259896706333476,0.9340413451767048,1
STARLINK-2643,53.0565,554.3519999056334,0.0001228,0.9260106145843715,0.9340080543907364,1
STARLINK-2623,53.0541,554.3551720373243,0.000129,0.9259687266823236,0.934015582443166,1
STARLINK-2621,53.0564,554.4176683696696,0.0001292,0.9260088692551194,0.9341638977441672,1
STARLINK-2589,53.0557,554.356223285632,0.0001243,0.9259966519503555,0.9340180772489143,1
STARLINK-2609,53.0557,554.3280174816573,0.0001277,0.9259966519503555,0.9339511396839484,1
STARLINK-2604,53.0559,554.3453614273012,0.0001131,0.9260001426088595,0.9339923000596407,1
STARLINK-2603,53.0538,554.3036031275915,0.0001252,0.9259634906945676,0.9338931999275477,1
STARLINK-2610,53.0552,554.3360841345093,0.0001302,0.9259879253040956,0.9339702833360783,1
STARLINK-2499,53.0573,554.3971150089947,0.0001641,0.9260245772183874,0.9341151208358159,1
STARLINK-2526,53.0556,554.2912427916181,0.0001223,0.9259949066211035,0.933863866574988,1
STARLINK-2612,53.0545,554.3094630433134,7.09e-05,0.9259757079993315,0.933907106586251,1
STARLINK-2614,53.0554,554.3340644042546,0.0001222,0.9259914159625995,0.9339654901443913,1
STARLINK-2630,53.0559,554.3462563643579,0.0001116,0.9260001426088595,0.9339944239100166,1
STARLINK-2585,53.0558,554.3482117415333,0.0001225,0.9259983972796074,0.9339990643800002,1
STARLINK-2598,53.0554,554.335275016294,0.0001272,0.9259914159625995,0.9339683631496106,1
STARLINK-2606,53.0561,554.360201482551,0.0001124,0.9260036332673635,0.9340275182425108,1
STARLINK-2594,53.0558,554.3457997012347,0.0001195,0.9259983972796074,0.9339933401643625,1
STARLINK-2586,53.0564,554.3202205568477,0.0001285,0.9260088692551194,0.9339326361461148,1
STARLINK-2607,53.0565,554.3261939064741,0.0001287,0.9260106145843715,0.9339468120043545,1
STARLINK-2605,53.0558,554.2993982166281,0.000131,0.9259983972796074,0.9338832208997901,1
STARLINK-2574,53.0568,554.3339448754996,0.000135,0.9260158505721274,0.9339652064806527,1
STARLINK-2575,53.0558,554.4153696712956,0.0001358,0.9259983972796074,0.9341584425097804,1
STARLINK-2590,53.055,554.3368595396887,0.0001033,0.9259844346455915,0.9339721235153059,1
STARLINK-2588,53.056,554.3208335218387,0.0001145,0.9260018879381114,0.9339340908248732,1
STARLINK-2587,53.0561,554.3454656322856,0.0001354,0.9260036332673635,0.9339925473572508,1
STARLINK-2576,53.0565,554.3241833779166,0.0001151,0.9260106145843715,0.9339420406499886,1
STARLINK-2571,53.0548,554.3396270943267,0.0001142,0.9259809439870875,0.9339786914319144,1
STARLINK-2593,53.0556,554.2934586375259,0.000127,0.9259949066211035,0.9338691251852209,1
STARLINK-2570,53.0552,554.3476508730182,0.0001128,0.9259879253040956,0.9339977333357691,1
STARLINK-2568,53.0557,554.3588743946548,0.0001266,0.9259966519503555,0.9340243688186423,1
STARLINK-2595,53.0447,423.3414288186823,0.0002677,0.9258046657326361,0.6230958527314798,0
STARLINK-2592,53.0551,554.323812533632,0.0001304,0.9259861799748436,0.9339411605682362,1
STARLINK-2563,53.0568,554.4006335275608,0.0001646,0.9260158505721274,0.9341234709280635,1
STARLINK-2505,53.0553,554.3538326923899,0.0001014,0.9259896706333476,0.9340124039310895,1
STARLINK-2581,53.0559,554.3492721817711,0.0001257,0.9260001426088595,0.9340015809998907,1
STARLINK-2461,53.0539,554.3875126635567,0.0001393,0.9259652360238195,0.9340923327024886,1
STARLINK-2700,53.053,554.3661197506335,0.0001664,0.9259495280605516,0.9340415633821074,1
STARLINK-2680,53.0523,554.3744899380072,0.0002261,0.9259373107557878,0.9340614273775321,1
STARLINK-2699,53.0559,554.3607562238703,0.0001537,0.9260001426088595,0.9340288347457786,1
STARLINK-2692,53.0533,554.373067831888,0.0001609,0.9259547640483077,0.9340580524579294,1
STARLINK-2633,53.0549,554.3218970164226,0.0001771,0.9259826893163396,0.933936614693289,1
STARLINK-2639,53.054,554.3590582867037,0.0001337,0.9259669813530716,0.9340248052283252,1
STARLINK-2642,53.0537,554.3849412144282,0.0001556,0.9259617453653156,0.9340862301803535,1
STARLINK-2640,53.0524,554.3598214388385,0.0001274,0.9259390560850397,0.9340266163288224,1
STARLINK-2583,53.0545,554.3615377656943,0.0001526,0.9259757079993315,0.9340306894883933,1
STARLINK-2682,53.0518,554.3572377559531,0.000126,0.9259285841095277,0.9340204847737301,1
STARLINK-2702,53.051,554.388137903039,8.72e-05,0.9259146214755118,0.9340938165108745,1
STARLINK-2644,53.0491,554.3526496559834,0.000125,0.925881460219724,0.9340095963679232,1
STARLINK-2663,53.0538,554.3137874974364,0.0001186,0.9259634906945676,0.9339173693119318,1
STARLINK-2645,53.0519,554.3451530173434,0.0001715,0.9259303294387797,0.9339918054644466,1
STARLINK-2634,53.0511,554.34247433781,0.0001574,0.9259163668047637,0.9339854484648217,1
STARLINK-2655,53.0414,554.3629690605103,0.00015,0.9257470698673204,0.9340340862144649,1
STARLINK-2660,53.0534,554.3611822407584,0.0002042,0.9259565093775597,0.9340298457622752,1
STARLINK-2703,53.0539,554.3331572117813,0.0001498,0.9259652360238195,0.933963337209656,1
STARLINK-2620,53.0522,554.3374970271116,8.66e-05,0.9259355654265357,0.9339736363903093,1
STARLINK-2654,53.0484,554.361007543178,0.0001215,0.92586924291496,0.9340294311727585,1
STARLINK-2497,53.0521,554.3410001457178,0.0001335,0.9259338200972838,0.933981949935617,1
STARLINK-2698,53.0521,554.3561650532092,0.0001438,0.9259338200972838,0.9340179390526555,1
STARLINK-2579,53.053,554.3534281306611,0.0001477,0.9259495280605516,0.9340114438316351,1
STARLINK-2582,53.0701,498.7978136664542,0.0005462,0.9262479793626426,0.802167744011905,0
STARLINK-2683,53.0546,554.388809116168,5.08e-05,0.9259774533285836,0.9340954094231867,1
STARLINK-2686,53.0534,554.3340245613344,0.0001233,0.9259565093775597,0.9339653955898075,1
STARLINK-2681,53.0523,554.3529285583036,0.0001274,0.9259373107557878,0.9340102582544694,1
STARLINK-2687,53.0492,554.3917514222176,0.0001362,0.9258832055489759,0.9341023920570631,1
STARLINK-2659,53.0538,554.3642869557489,0.0001362,0.9259634906945676,0.9340372138224646,1
STARLINK-2685,53.0512,554.4337960911025,0.0001787,0.9259181121340158,0.9342021717959239,1
STARLINK-2661,53.0514,554.3386095656115,0.0001527,0.9259216027925198,0.933976276648966,1
STARLINK-2675,53.0525,554.3582522266443,0.0001671,0.9259408014142917,0.9340228922994245,1
STARLINK-2684,53.0532,554.3712993949075,0.0001128,0.9259530187190556,0.9340538556314403,1
STARLINK-2722,53.0508,554.3747167394813,0.0001339,0.9259111308170078,0.9340619656191798,1
STARLINK-2658,53.0534,554.3555520803993,5.34e-05,0.9259565093775597,0.9340164843553413,1
STARLINK-2697,53.0543,554.3626503138485,0.0001393,0.9259722173408276,0.9340333297699615,1
STARLINK-2619,53.0296,439.80935211647375,0.0012922,0.925541121015585,0.6621772661379898,0
STARLINK-2728,53.0525,554.3653504670137,0.0001487,0.9259408014142917,0.9340397377304677,1
STARLINK-2755,53.0536,554.3415548831899,0.0001284,0.9259600000360637,0.9339832664297547,1
STARLINK-2706,53.05,554.3792251888599,0.0001296,0.9258971681829917,0.9340726649994721,1
STARLINK-2525,53.0538,554.3659481176164,0.0001322,0.9259634906945676,0.9340411560653636,1
STARLINK-2531,53.0466,554.381818086933,0.000193,0.925837826988424,0.9340788184239011,1
STARLINK-2696,53.0353,369.1717054721885,0.0006851,0.9256406047829486,0.4945411276493851,0
STARLINK-2500,53.0535,554.366260734907,0.0001309,0.9259582547068116,0.9340418979637408,1
STARLINK-2494,53.0517,554.3273677370844,0.0001365,0.9259268387802757,0.9339495977204717,1
STARLINK-2063,53.0537,554.4145635948507,0.0001272,0.9259617453653156,0.934156529541994,1
STARLINK-2139,53.0534,554.3810978372248,0.00014,0.9259565093775597,0.9340771091387599,1
STARLINK-2145,53.0527,554.4138402717008,0.0001726,0.9259442920727957,0.9341548129630096,1
STARLINK-2151,53.0561,554.3943106180413,0.0001414,0.9260036332673635,0.9341084654998505,1
STARLINK-2155,53.0537,554.41338053251,0.0001202,0.9259617453653156,0.934153721917281,1
STARLINK-2166,53.0539,554.2581064526394,0.0001205,0.9259652360238195,0.9337852279428431,1
STARLINK-2187,53.0554,554.4007193451434,0.0001687,0.9259914159625995,0.9341236745889845,1
STARLINK-2188,53.0539,554.3603915044268,0.0001642,0.9259652360238195,0.9340279691994015,1
STARLINK-2190,53.0538,554.4056109517023,0.0001892,0.9259634906945676,0.9341352832717973,1
STARLINK-2214,53.0551,554.4112197593277,0.0001543,0.9259861799748436,0.9341485940047634,1
STARLINK-2217,53.0535,554.3959043699297,0.0001386,0.9259582547068116,0.93411224776646,1
STARLINK-2219,53.0536,554.390697095524,0.0001191,0.9259600000360637,0.9340998899457386,1
STARLINK-2220,53.0551,554.3678514057783,0.0001391,0.9259861799748436,0.9340456729185297,1
STARLINK-2221,53.0539,554.3187187931899,0.0001407,0.9259652360238195,0.9339290721845095,1
STARLINK-2222,53.054,554.4281688481005,0.0001089,0.9259669813530716,0.9341888173124153,1
STARLINK-2224,53.0542,554.3764698542082,0.0001317,0.9259704720115756,0.9340661260831405,1
STARLINK-2225,53.0542,554.3906082133499,0.0001256,0.9259704720115756,0.9340996790119778,1
STARLINK-2227,53.0535,554.3660431287499,0.0002114,0.9259582547068116,0.934041381544273,1
STARLINK-2228,53.0534,554.4102389834043,0.0001228,0.9259565093775597,0.9341462664429556,1
STARLINK-2231,53.0553,554.4059572875822,0.0001914,0.9259896706333476,0.9341361051905938,1
STARLINK-2232,53.0549,554.3911139223092,0.0001461,0.9259826893163396,0.9341008791524292,1
STARLINK-2234,53.0534,554.3003636292942,0.0001258,0.9259565093775597,0.9338855120017604,1
STARLINK-2235,53.0542,554.3724487255722,0.0001664,0.9259704720115756,0.9340565832046768,1
STARLINK-2236,53.0544,554.3952270252648,0.0001238,0.9259739626700796,0.9341106403028844,1
STARLINK-2237,53.0529,554.4000695835175,0.0001286,0.9259477827312996,0.9341221325850377,1
STARLINK-2238,53.0542,554.3766139038935,0.0001496,0.9259704720115756,0.9340664679395606,1
STARLINK-2241,53.0532,554.3861120050351,0.000144,0.9259530187190556,0.9340890086819833,1
STARLINK-2245,53.0537,554.3827620740667,0.0001578,0.9259617453653156,0.9340810586791388,1
STARLINK-2249,53.0502,554.3662546051555,0.0001767,0.9259006588414957,0.9340418834167122,1
STARLINK-2250,53.0509,554.3990397729531,0.0001539,0.9259128761462597,0.9341196886550005,1
STARLINK-2251,53.0538,554.3724548553373,0.0001549,0.9259634906945676,0.9340565977517378,1
STARLINK-2252,53.0547,554.3886711956484,0.0001327,0.9259791986578355,0.9340950821124053,1
STARLINK-2253,53.0523,554.3868230613516,0.0001622,0.9259373107557878,0.9340906961495138,1
STARLINK-2255,53.0533,554.3875004039601,0.0001371,0.9259547640483077,0.9340923036082092,1
STARLINK-2713,53.0525,554.4006396573877,0.0001602,0.9259408014142917,0.9341234854752712,1
STARLINK-2714,53.0535,554.3934555092337,0.000157,0.9259582547068116,0.9341064361692413,1
STARLINK-2757,53.0541,554.3775456297035,0.000138,0.9259687266823236,0.9340686790964201,1
STARLINK-2739,53.0533,554.4497614631237,0.0001567,0.9259547640483077,0.9342400605626411,1
STARLINK-2736,53.0538,554.3973019684927,0.0001364,0.9259634906945676,0.9341155645251203,1
STARLINK-2754,53.0554,554.4119154974587,0.0001411,0.9259914159625995,0.9341502451194201,1
STARLINK-2646,53.0555,554.4015836509361,0.0001395,0.9259931612918515,0.9341257257457322,1
STARLINK-2704,53.0537,554.3956622421792,0.0001296,0.9259617453653156,0.9341116731527372,1
STARLINK-2695,53.0536,554.3959380839206,0.0001308,0.9259600000360637,0.9341123277759664,1
STARLINK-2732,53.0543,554.3436726941236,6.64e-05,0.9259722173408276,0.9339882923849477,1
STARLINK-2521,53.0548,554.3961464977001,0.0001511,0.9259809439870875,0.9341128223802301,1
STARLINK-2673,53.0556,554.370033599289,5.54e-05,0.9259949066211035,0.9340508516654293,1
STARLINK-2672,53.0529,554.377729522992,0.0001526,0.9259477827312996,0.9340691155090449,1
STARLINK-2731,53.0543,554.3338958380627,0.000171,0.9259722173408276,0.9339650901057883,1
STARLINK-2727,53.0552,554.5097925757445,0.0001423,0.9259879253040956,0.9343825254434378,1
STARLINK-2720,53.0532,554.3994933799404,0.0001317,0.9259530187190556,0.9341207651478816,1
STARLINK-2651,53.0537,534.9078728571212,0.000121,0.9259617453653156,0.8878635616231801,0
STARLINK-2657,53.0545,554.3792711622091,0.0001449,0.9259757079993315,0.9340727741026925,1
STARLINK-2701,53.0536,554.3935658458395,0.0001515,0.9259600000360637,0.9341066980183176,1
STARLINK-2734,53.0533,554.3190314051499,0.0001493,0.9259547640483077,0.9339298140702363,1
STARLINK-2647,53.0531,554.4118848481985,0.000135,0.9259512733898037,0.9341501723830836,1
STARLINK-2717,53.0542,554.3962353800507,0.0001721,0.9259704720115756,0.9341130333144096,1
STARLINK-2726,53.0524,554.4081487058775,0.0001301,0.9259390560850397,0.9341413058296055,1
STARLINK-2667,53.0525,554.3768774841892,0.0001466,0.9259408014142917,0.9340670934641223,1
STARLINK-2666,53.0531,554.3809568521974,0.000134,0.9259512733898037,0.9340767745553372,1
STARLINK-2735,53.0556,554.3919475760649,0.000164,0.9259949066211035,0.9341028575662509,1
STARLINK-2738,53.055,554.3610106080478,0.0002137,0.9259844346455915,0.9340294384462587,1
STARLINK-2707,53.0552,554.4038486237823,0.0001469,0.9259879253040956,0.9341311009432332,1
STARLINK-2763,53.0539,554.3981540135765,0.000155,0.9259652360238195,0.9341175865849489,1
STARLINK-2745,53.0538,554.4050592663198,0.000171,0.9259634906945676,0.93413397402083,1
STARLINK-2705,53.0535,554.4049611889295,0.0001432,0.9259582547068116,0.9341337412651288,1
STARLINK-2711,53.0536,554.5028135012872,0.0001735,0.9259600000360637,0.93436596281504,1
STARLINK-2712,53.0544,554.4093930644503,0.0001397,0.9259739626700796,0.9341442589215609,1
STARLINK-2746,53.0534,554.3972468001148,0.0001101,0.9259565093775597,0.9341154336004042,1
STARLINK-2615,53.0556,554.4051726683065,0.0001588,0.9259949066211035,0.9341342431446196,1
STARLINK-2648,53.052,554.3740393999979,0.0001275,0.9259320747680317,0.9340603581679007,1
STARLINK-2725,53.0519,554.3643635775834,9.07e-05,0.9259303294387797,0.9340373956601825,1
STARLINK-2743,53.0538,554.212135495598,8.25e-05,0.9259634906945676,0.9336761303994348,1
STARLINK-2756,53.054,554.3779563247317,0.0001394,0.9259669813530716,0.934069653751323,1
STARLINK-2741,53.0541,554.4192651999301,0.0001575,0.9259687266823236,0.9341676873163204,1
STARLINK-2751,53.0545,554.3759426937186,0.0001421,0.9259757079993315,0.934064875034259,1
STARLINK-2629,53.0529,554.3488032587265,0.0001149,0.9259477827312996,0.9340004681591866,1
STARLINK-2627,53.0532,554.3965081569413,0.0001345,0.9259530187190556,0.9341136806641839,1
STARLINK-2742,53.054,554.3645229510084,0.0001329,0.9259669813530716,0.9340377738826577,1
STARLINK-2740,53.0539,554.364804919398,0.0001523,0.9259652360238195,0.934038443045551,1
STARLINK-2750,53.0543,554.3999102080488,0.0001561,0.9259722173408276,0.9341217543577127,1
STARLINK-2752,53.0546,554.4344581204414,0.0001395,0.9259774533285836,0.9342037429134116,1
STARLINK-2618,53.0532,554.3792466430905,0.0001155,0.9259530187190556,0.9340727159143106,1
STARLINK-2748,53.0534,554.3132205062566,0.0001286,0.9259565093775597,0.9339160237374903,1
STARLINK-2616,53.0542,554.4035145478338,0.0001541,0.9259704720115756,0.9341303081195105,1
STARLINK-2753,53.0529,554.3888029863665,0.000147,0.9259477827312996,0.9340953948760394,1
STARLINK-3004,97.6589,570.1603483254385,8.28e-05,1.7044693488758904,0.9715241751970196,0
STARLINK-3005,97.6611,570.1490267669424,0.0002621,1.7045077461194342,0.9714973070546321,0
STARLINK-3096,70.0015,579.2354554372923,0.0003027,1.2217566563348106,0.9930610749222136,0
STARLINK-3090,70.0018,579.1961226550247,0.0003231,1.2217618923225666,0.9929677309895009,0
STARLINK-3077,70.0018,579.2005046191834,0.000312,1.2217618923225666,0.9929781301970829,0
STARLINK-3078,70.0012,579.1781155452527,0.000315,1.2217514203470545,0.992924996803257,0
STARLINK-3073,70.0005,579.1941682455754,0.0003163,1.2217392030422907,0.9929630928161092,0
STARLINK-3084,69.9998,336.6148015995132,0.0003695,1.2217269857375266,0.41727760167372857,0
STARLINK-3055,70.0013,581.700871558035,0.0003328,1.2217531656763065,0.9989119612113635,0
STARLINK-3058,70.0018,579.1857197698937,0.0003216,1.2217618923225666,0.9929430430281183,0
STARLINK-3057,69.9998,579.1880019690652,0.0003142,1.2217269857375266,0.9929484591068604,0
STARLINK-3093,70.0016,579.1958319674577,0.0003269,1.2217584016640626,0.9929670411343944,0
STARLINK-3109,70.0013,581.7004691810234,0.0003295,1.2217531656763065,0.9989110062966453,0
STARLINK-3100,70.0024,579.1883545040646,0.0003076,1.2217723642980785,0.9929492957373086,0
STARLINK-3119,70.0,579.1865114268476,0.000321,1.2217304763960306,0.9929449217757983,0
STARLINK-3116,70.001,581.6981601571351,0.0003426,1.2217479296885507,0.9989055265579124,0
STARLINK-3071,69.9994,579.19217363608,0.0003589,1.2217200044205185,0.9929583592406084,0
STARLINK-3048,70.0003,581.7053503276402,0.0003236,1.2217357123837866,0.99892259015609,0
STARLINK-3102,69.9998,579.1995459672953,0.000329,1.2217269857375266,0.9929758551396833,0
STARLINK-3072,70.0003,579.1941868000886,0.0003149,1.2217357123837866,0.9929631368493845,0
STARLINK-3068,70.0001,581.671702470665,0.0003186,1.2217322217252828,0.9988427375975789,0
STARLINK-3060,70.0004,579.1945331510333,0.0003296,1.2217374577130387,0.9929639588039327,0
STARLINK-3085,69.9991,579.2157255815191,0.0003358,1.2217147684327627,0.9930142523425852,0
STARLINK-3051,70.0036,578.0940012664132,0.0003276,1.2217933082491026,0.9903521940554504,0
STARLINK-3083,69.9773,445.2934976210626,0.000136,1.2213342866558279,0.6751921529437254,0
STARLINK-3056,70.0011,579.2041103902138,0.0003039,1.2217496750178025,0.9929866873554896,0
STARLINK-3095,70.0014,579.1936363495697,0.0003132,1.2217549110055588,0.9929618305289761,0
STARLINK-3080,70.0014,579.19816056128,0.0003633,1.2217549110055588,0.9929725673161831,0
STARLINK-3088,70.0017,581.689162410762,0.000324,1.2217601469933146,0.9988841732494609,0
STARLINK-3106,70.0012,579.231874365295,0.0003144,1.2217514203470545,0.9930525763791589,0
STARLINK-3052,70.0015,579.1972421116907,0.0003172,1.2217566563348106,0.9929703876662391,0
STARLINK-3089,70.0019,581.6811489624934,0.0003116,1.2217636376518186,0.9988651558616011,0
STARLINK-3054,70.0017,579.185886760014,0.0003142,1.2217601469933146,0.9929434393264134,0
STARLINK-3046,70.0002,579.1891647162474,0.0003613,1.2217339670545349,0.9929512185199626,0
STARLINK-3107,70.0001,567.4260184209406,0.000208,1.2217322217252828,0.9650351069972792,0
STARLINK-3045,70.0009,579.1892482114099,0.0002877,1.2217461843592987,0.9929514166693529,0
